regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date
Bayern,320.0,floor_heating,ONE_YEAR_FREE,,False,True,28,4.34,40.0,2220.0,2017.0,113817444,2.0,district_heating,True,Bayern,True,9.0,1900.0,,138.0,Rosenheim_Kreis,first_time_use,luxury,yes,no_information,,True,8,penthouse,83098,4.0,61.5,3.0,3.0,4,False,6,Rosenheim_Kreis,Brannenburg,"Bei diesem seltenen Angebot handelt es sich um eine luxuriöse, helle & freundliche 4-Zimmer-Penthousewohnung zum erstmaligen Bezug. [Neubau]
 
Dieses traumhafte Penthouse befindet sich im DG eines modernen Mehrfamilienhauses mit Fahrstuhl und direktem Zugang vom außenliegendem Treppenhaus in zentraler Lage von Brannenburg im wunderschönen Inntal. 

Mit einer spektakulären Süd-West-Dachterrasse und ringsum Bergpanorama sowie zusätzlich einem Balkon - von jedem Raum aus begehbar - bietet diese Wohnung Lebensqualität der Extraklasse.

Ebenso überzeugt das Penthouse mit einer gehobenen und modernen Ausstattung sowie einer sehr durchdachten Aufteilung.

Ein Highlight ist die voll ausgestattete und im Mietpreis bereits inkludierte italienische Designer-Einbauküche welche sich perfekt in den Wohnraum integrieren und der Blickfang dort sein wird.

* Ausstattung der Küche:
° Fronten Mattlack Struktur Sandfarben,
° Echt-Stein-Arbeitsplatte:  Brescim Leath 
° Bosch Küchengeräten: 
- Kühlgefrierkombi
- Backofen mit Pyrolyse 
- Dampfgarer 
- XXL- Geschirrspüler Silence
° Bora Pro Flächeninduktion-Glaskeramik-Kochfeld 
° Bora Pro Kochfeldabzugssystem


Ortskern und Bahnhof sind in wenigen Minuten fußläufig zu erreichen. 
! Durch die gute Bahnanbindung nach München bietet sich das Objekt auch ideal für Pendler an ! Mit dem Meridian (Bahn) gelangen Sie in nur rd. 45 Minuten zum Ostbahnhof-München. 

Zur Wohnung gehören selbstverständlich ein großzügiger eigener Kellerraum sowie 2 Tiefgaragenstellplätze. (TG je € 50 mtl.)

*** Nutzen Sie für einen ersten Eindruck dieser schönen Wohnung unsere 360° Grad online Besichtigung. Den Link dazu finden Sie unter den Bildern in diesem online-Exposé.","• Fahrstuhl im Haus
• Großer Wohn- Essbereich mit Zugang auf die Dachterrasse und Balkon
• Exklusive italienische Designer-Einbauküche (Einbau KW34)
• 2 x Badezimmer mit großer bodenebener Dusche und Fenster (einmal mit großer Badewanne)
• sehr moderne Sanitärausstattung 
• Ankleideraum zwischen Bad und Schlafzimmer
• Sichtdachstuhl, volle Raumhöhe bis unter das Dach
• Fußbodenheizung mit Einzelsteuerung 
• Rollläden
• Dielen Parkett in allen Wohn-/Schlafräumen
• Telefon, Internet und TV Anschluss in allen Zimmern
• Kellerraum mit rd. 14m², Fenster und Sicherheitstüre
• 2 TG Stellplätze (je 50 EUR)",,B,,,,Oct19
Bayern,210.0,,ONE_YEAR_FREE,10.0,False,False,2,3.8,2.4,559.6,1975.0,113607389,,,False,Bayern,False,3.0,349.6,9,79.13,Erlangen_Höchstadt_Kreis,,,,Von-Weber-Str.,Von-Weber-Str.,False,2,,91074,3.0,105.0,0.0,,3,False,3,Erlangen_Höchstadt_Kreis,Herzogenaurach,"Die gemütliche Wohnung befindet sich im Erdgeschoss einer gepflegten Wohnanlage.

*Die Wohnung kann nur mit einem gültigen Wohnberechtigungsschein angemietet werden.*
","Die Wohnung ist ausgestattet mit:

* Innenliegendes Bad mit Badewanne
* Linoleumboden in Flur, Wohn-, Schlaf- und Kinderzimmer
* Balkon 
* separates WC",70.0,,,,,Oct19
Hamburg,390.0,central_heating,ONE_YEAR_FREE,,False,True,11,5.94,40.0,,1959.0,78835382,1.0,oil,True,Hamburg,True,2.0,1520.0,,130.0,Hamburg,well_kept,normal,yes,no_information,,False,8,apartment,22609,5.0,237.7,1.0,,5,False,6,Hamburg,Osdorf,,"Obergeschoss    
Badezimmer nach Norden mit weißen Wand- und Bodenfliesen, Waschbecken mit Einhandarmatur, Handtuchtrockner, Wand-WC und Einbauwanne – Zimmer nach Westen – zweites Zimmer nach Westen mit Ausgang auf die plattenbelegte Loggia – Wohnzimmer nach Süden und Westen ebenfalls mit Ausgang auf die Loggia – Einbauküche mit hellen Wand- und Bodenfliesen, Cerankochfelderd mit Backofen – Dunstabzugshaube mit Außenlüftung, Chromstahlspüle, Kühl-/ Gefrierkombination sowie Geschirrspülmaschine – Abstellraum.

Spitzboden
Zimmer nach Norden – Zimmer nach Osten und Westen mit begehbarem Schrank – Badezimmer mit Dachflächenfenster nach Osten, weißen Wand- und Bodenfliesen, Waschbecken mit Einhandarmatur, Duschkabine, WC, Bidet, zusätzlichem Fenster nach Norden.       


Zu der Wohnung gehört ein Kellerabstellraum, eine Gemeinschaftswaschküche mit Stellplatzmöglichkeit für die eigene Waschmaschine – die Wohnung wird unrenoviert übergeben – in allen Räumen sowie im Flur ist hochwertiger PVC-Designfußboden verlegt.",,,,,,Feb20
Sachsen_Anhalt,127.0,district_heating,ONE_YEAR_FREE,,False,True,5,1.7,40.0,498.0,1971.0,110284204,,district_heating,False,Sachsen_Anhalt,True,3.0,371.0,27 b-h,57.8,Börde_Kreis,first_time_use_after_refurbishment,sophisticated,negotiable,August- Bebel- Stra&szlig;e,August-_Bebel-_Straße,False,2,apartment,39326,2.0,104.7,,5.0,2,False,2,Börde_Kreis,Wolmirstedt,"Das gepflegte Mehrfamilienhaus liegt in zentraler Lage. Öffentliche Parkplätze finden Sie direkt vor dem Gebäudekomplex. Derzeit finden umfangreiche Sanierungsarbeiten am Dach und der Fassade statt, welche das Gebäude erheblich aufwerten.","Es ist angedacht, die ursprünglich als 3-Raum-Wohnung konzipierte Mieteinheit zu einer großzügigen 2-Raum-Wohnung mit separatem Hauswirtschaftsraum (siehe Grundriß) umzubauen.  Die Wohnung wird selbstverständlich komplett renoviert. Das Bad wird je nach Wunsch mit Dusche oder Wanne ausgestattet und im modernen Design gefliest. 

Zu jeder Mieteinheit gehört ein separater Keller.",69.0,,2019.0,,,Oct19
Hessen,40.0,self_contained_central_heating,,,False,False,3,4.86,,390.0,1932.0,111338702,,gas,True,Hessen,True,1.0,350.0,28,48.0,Lahn_Dill_Kreis,fully_renovated,sophisticated,no,Johanneshof,Johanneshof,False,2,roof_storey,35576,2.0,,2.0,2.0,2,True,2,Lahn_Dill_Kreis,Wetzlar,"Die DG Wohnung verfügt über zwei schöne Zimmer, eine Einbauküche mit Spülmaschine. In der Wohnung ist Sat-anschluss und eine Türsprechanlage.
Zur Wohnung gehört ein Keller und die Benutzung der Waschküche mit eigenen Waschmaschinenanschluss. 
Der gepflegte große Garten kann mitbenutzt werden.
Alle Verbräuche sind getrennt: Gas, Strom, Wasser.
Gas und Strom werden durch den Mieter selbständig geregelt. Wasserverbrauch durch Nebenkostenabrechung.","gehobene Ausstattung: Isolierverglasung, Rollläden, Teppichboden, Linoleum und Vinylboden.",,,2018.0,,,May19
Nordrhein_Westfalen,105.0,central_heating,ONE_YEAR_FREE,,False,True,13,3.54,40.0,395.0,1962.0,111208607,10.0,,True,Nordrhein_Westfalen,True,2.0,290.0,51,35.0,Mönchengladbach,modernized,normal,negotiable,Barbarossastr.,Barbarossastr.,True,1,apartment,41061,1.0,,4.0,5.0,1,True,1,Mönchengladbach,Gladbach,"Diese lichtdurchflutete 1-Zimmer-Wohnung liegt im 4. Obergeschoss (mit dem Aufzug erreichbar) und verfügt über einen Wohnlebensbereich mit separater Einbauküche und gesondertem Abstellraum. Der Wohnraum ist so geschnitten, dass sich ein Schlafbereich bei Bedarf einfach abteilen lässt.

Die in der Nähe des MG-Zentrums gelegene Wohnung, liegt in einer ruhigen Nebenstraße. 
Mitten im Wohnquartier gelegen, ist das Haus umgeben von Grünanlagen. Die sehr gepflegte Wohnanlage läd zum Wohlfühlen ein.

Die bodentiefe Fensterfront ermöglicht einen großartigen Überblick über das Zentrum von Mönchengladbach. Die durchaus große Loggia ist vom Wohnraum aus zugänglich und nach Süden ausgerichtet.","Die Wohnung wurde 2017 modernisiert und ist mit hellen Fliesen und hochwertigem PVC-Boden ausgestattet.

Das gepflegte Badezimmer verfügt über eine Duschwanne und ist hell gefliest.

Der großzüge Flurbereich bietet ausreichend Stauraum separat zum Wohnlebensbereich. 

Zu der Wohnung gehören ein sehr geräumiger Kellerraum und ein Fahrradkeller.",,,2017.0,,,May19
Berlin,97.94,floor_heating,,,False,True,6,7.56,,998.27,,113429691,,,True,Berlin,True,,851.36,103,48.97,Berlin,first_time_use,sophisticated,negotiable,Schnellerstra&szlig;e,Schnellerstraße,True,6,roof_storey,12439,2.0,,6.0,6.0,2,False,2,Berlin,Niederschöneweide_Treptow,"Zwischen dem Stadtwald Königsheide, Plänterwald, Johannisthaler Park und der Wuhlheide, genau hier befindet sich dieser neu entstandene Komplex. Ein Ort mit einem absoluten Naherholungswert, nur einen Steinwurf von der Spree entfernt.
Der an den 20er Jahre angelehnte Stil der Fassade des Neubaus fügt sich bestens in das gründerzeitliche Erscheinungsbild der Straßenzüge. Insgesamt 151 voll möblierte 1, 1,5 sowie unmöblierte 2-Zimmer Wohnungen bieten alle Annehmlichkeiten des modernen Wohnens.","- Bad
- Küche
- Schlafzimmer
- Wohnzimmer
- Balkon
- Einbauschrank im Flur
- Klimaanlage
- außen liegende, elektrische Jalousien
- Waschsalon im Keller",48.97,,2019.0,,,Oct19
Baden_Württemberg,250.0,district_heating,ONE_YEAR_FREE,,False,False,5,4.04,10.0,1240.0,,110807261,1.0,,True,Baden_Württemberg,False,,990.0,,82.41,Mannheim,well_kept,,,no_information,,False,6,ground_floor,68165,3.0,,,,3,False,4,Mannheim,Schwetzingerstadt_/_Oststadt,"In Stadtnähe befindet sich diese attraktive und helle 3-Zimmer-Wohnung im Erdgeschoss eines sehr gepflegten und modernen Mehrfamilienhauses in der Oststadt in Mannheim direkt am Luisenpark gelegen.

In kurzer Zeit erreichen Sie die öffentlichen Verkehrsmittel, an den den Wasserturm und die Innenstadt gelangen Sie in wenigen Minuten zu Fuß. In der Nähe befinden sich charmante Cafés und die Geschäfte des täglichen Bedarfs.

Auf ca. 82 m² Wohnfläche ermöglicht Ihnen ein optimaler Schnitt der Wohnung angenehmen Komfort, aufgeteilt in 3 Zimmer, eine separat liegende Küche und ein Badezimmer.

Die Räumlichkeiten begeistern durch großzügig geschnittene Zimmer und Fensterfronten. Die vollständig eingerichtete Einbauküche fügt sich nahtlos in das Ambiente der Wohnung ein. Das moderne Badezimmer mit Tageslicht ist mit einer Badewanne ausgestattet. Genießen Sie angenehme Stunden im Freien allein oder im Freundeskreis, zu denen der Balkon einlädt. 

Abgerundet wird das Angebot durch einen Keller, der genügend Stauraum bietet.

Um Ihnen den Charakter dieser Wohnung näher bringen zu können, empfehlen wir eine Besichtigung vor Ort.

Diese tolle und stadtnahe Wohnung eignet sich hervorragend für ein Paar oder eine kleine Familie.

Anfragen und Terminabsprachen zum Mietobjekt werden ausschließlich via E-Mail bearbeitet.
Wir bitten um Verständnis, dass telefonische Anfragen und Terminvereinbarungen nicht möglich sind. 
Ebenfalls weisen wir darauf hin, dass Termine und Besichtigungen nach Eingang bearbeitet werden, so dass, je nach Quantität der Anfragen und in Hinsicht auf die Planung von Besichtigungen, auch Wartezeiten möglich sind.",,,,,,,May19
Bayern,290.0,central_heating,ONE_YEAR_FREE,,False,True,16,3.29,40.0,1730.0,2017.0,115197069,2.0,gas,True,Bayern,True,9.0,1440.0,53 b,133.72,Nürnberg,mint_condition,,,Domb&uuml;hler Stra&szlig;e,Dombühler_Straße,False,7,roof_storey,90449,4.0,32.1,2.0,,4,False,6,Nürnberg,Röthenbach_West,"In der Stadt wohnen und denoch im Grünen! 
Die großzügige, lichtdurchflutete Dachgeschosswohnung befindet sich in einem 2018 fertig gestelltem 5-Familienhaus. Die Wohnfläche von ca. 134 m² verteilt sich auf 4 1/2 Zimmer. Der offen gestaltete Wohn-/Essbereich besticht durch die große Glasfront mit Schiebtürelementen zur Dachterrasse. Dort können Sie den unverbaubaren Blick in den angrenzenden Birkenwald und die Ruhe genießen. Die Wohnung ist mit einer modernen Einbauküche ausgestattet. Vom Schlafzimmer aus haben Sie Zugang zur geräumigen Ankleide. Alle Wohn-/ Schlafräume sowie Küche und Diele sind mit Eiche Parkett ausgestattet. Bad und Gäste-WC sind modern gefliest. Die Beheizung erfolgt über Fußbodenheizung. Die Wohnung verfügt über Kunststofffenster mit Rollos (im Wohnzimmer elektrisch). Das helle Tageslichtbad ist mit Badewanne, bodengleicher Dusche, 2 Waschbecken mit Wandspiegel, WC und einem Handtuchheizkörper ausgestattet. Der Waschmaschinenanschluss befindet sich im Gäste-WC. In Diele, Bad und WC sorgen Deckenspots für eine behagliche Atmosphäre. 
Zur Wohnung können zwei Carports angemietet werden.

1440,-- € Nettokaltmiete
    90,-- € 2 Carports
  290,-- € Nebenkostenvorauszahlung

Kaution 4320,-- €

Bezugstermin 01.04.2020",,,A,,,,Feb20
Nordrhein_Westfalen,45.0,self_contained_central_heating,ONE_YEAR_FREE,,False,True,15,2.85,40.0,381.0,1900.0,114542300,1.0,gas,False,Nordrhein_Westfalen,True,1.0,336.0,21,48.0,Recklinghausen_Kreis,well_kept,sophisticated,no,Wilhelmstra&szlig;e,Wilhelmstraße,False,2,apartment,45699,2.0,107.0,2.0,2.0,2,False,2,Recklinghausen_Kreis,Herten,"Zentrumsnahe, gemütliche Wohnung. 2014 kernsaniert. Durch die Wohnküche kommen Sie auf den großzügigen Balkon mit Blick auf die Gartenanlage zum ruhigen Innenhof das lichtdurchflutete Schlafzimmer  bietet Platz für ein großes Doppelbett und großen Kleiderschrank. Im attraktiven Bad mit Fenster, sind die Anschlüsse für Waschmaschine und Trockner. Zur Wohnung gehört auch eine Abstellkammer auf dem dem Flur. Ein großer Kellerraum ist vorhanden. Im Haus  ist ein Kabelanschluss.","Das Mehrfamilienhaus (5 Parteien) wurde auch außen saniert, Die ""Rückseite"" wurde wärmeisoliert, das spart Heizkosten,. Die Balkontüre ist mit einem elektrischen Rolladen ausgestattet. Für diese Wohnung haben Sie eine separate Heizung, d.h. SIE bestimmen, wann die Heizung läuft. Sie beziehen das Gas selbst beim dem Gasanbieter, den Sie auswählen. Deshalb sind die Heizkosten in den Nebenkosten nicht enthalten. Garagenanmietung ist möglich.",,,2014.0,,,Feb20
Nordrhein_Westfalen,192.0,,ONE_YEAR_FREE,,False,False,5,3.23,40.0,571.0,1966.0,113389882,,,False,Nordrhein_Westfalen,False,2.0,379.0,21,63.23,Duisburg,,,,Steigerstra&szlig;e,Steigerstraße,False,2,,47166,3.0,127.0,1.0,,3,False,3,Duisburg,Alt_Hamborn,"Der Stadtteil Hamborn ist erst seit den 1920iger Jahren als größtes „preußisches Dorf“ der Stadt Duisburg zugeschlagen worden. Noch heute leben hier über 70 Tausend Einwohner, der Ausländeranteil ist hoch. Die Stadt bemüht sich um Integration. So gibt es einen „Fachkräftepool für Flüchtlinge“ initiiert von Stadt und verschiedenen Bildungsträgern, die neue Berufschancen eröffnet, Komplettierung und Vertiefung der im Ausland erlernten Berufe bietet. Ein gut angenommenes Projekt. Das Leben ist bunt und multikulturell. Es lohnt sich einfach hier zu leben. 
Das Velero Wohngebiet liegt ruhig und als ehemalige Arbeiter- Siedlung für Thyssen konzipiert, mitten in Hamborn. Unsere Mieter sind Familien, Alleinstehende und Paare mit und ohne Kinder. Es geht lebhaft und gut nachbarschaftlich zu im Kietz. Die Häuser sind größtenteils aus Backstein und im Karree angeordnet. Sie umschließen kleine Schrebergärten und Grünflächen. Ländliche Idylle in der Großstadt. Krankenhaus, Schulen aller Couleur und Gymnasium sind in direkter Nachbarschaft.  
Fahrrad, Bus, Stadtbahn und natürlich das Auto sind die Verkehrsmittel, um aus dem nördlichen Teil der Stadt in die City gelangen. Abgesehen davon, dass es in der nahen kleinen Fußgängerzone von Alt-Hamborn alles gibt, was man zum Leben braucht, sind für Sport- und Kulturliebhaber jede Menge Freizeitparadiese in unmittelbarer Nähe. Z. B. der Revierpark Mattlerbusch, eine Park- und Waldlandschaft zum Vergnügen für die ganze Familie. Oder die Niederrheintherme, der Rheinpark in Hochfeld, die Rheinauen in Walsum mit seinen Rad- und Wanderwegen oder gar das Filmforum Duisburg mit seinem einzigartigen filmhistorischen Archiv, dem Filmpalast aus den 50iger Jahren und besonderen Vorführungen. Ganz nahe auch der größte Abenteuerspielplatz aller Zeiten im Landschaftspark Nord, ein stillgelegtes Hüttenwerk. Industriegelände, von der Natur zurückerobert, eine Aussichtsplattform vom Hochofen 5. Toll, toll, toll!","Das bieten wir Ihnen nach Sanierung (ab 01.12.2019):

- 3 helle Räume 
- geweißte Wände und Decken
- hochwertiger Fußbodenbelag in Holzoptik
- Bad mit Fenster, großformatigen, hellen Fliesen sowie neuen Elementen
- gemütliche Küche mit neuem Fliesenspiegel
- Fahrrad-, Waschmaschinenkeller, Trockenraum
- Gegensprechanlage

Alle Bilder sind Musterbilder aus einer bau ähnlichen Wohnung",72.0,,,,,Oct19
Sachsen,150.0,central_heating,ONE_YEAR_FREE,,False,False,14,1.59,40.0,493.0,1920.0,106768127,,gas,False,Sachsen,False,1.0,343.0,22,66.0,Sächsische_Schweiz_Osterzgebirge_Kreis,,normal,,Hauptstra&szlig;e,Hauptstraße,False,2,ground_floor,1796,3.0,152.5,0.0,4.0,3,True,3,Sächsische_Schweiz_Osterzgebirge_Kreis,Pirna,"- Mehrfamilienhaus mit Haupt- und Hinterhaus
- Altbau, Baujahr 1920
- die Wohnung befindet sich im Hinterhaus – deshalb schön ruhig","- geräumiges, gefliestes Bad mit Wanne
- großes Wohnzimmer
- Fußböden mit pflegeleichten PVC
- Kellerabteil
- Gartenmitnutzung möglich",,,,90.76,0.1985,Sep18
Sachsen,130.0,,ONE_YEAR_FREE,10.0,False,True,5,0.0,10.0,628.0,1979.0,106978890,,,False,Sachsen,False,3.0,408.0,1,86.67,Hoyerswerda,,,,Stra&szlig;e des Friedens,Straße_des_Friedens,True,3,,2977,4.0,143.0,11.0,,4,False,4,Hoyerswerda,Zeißig,"In diesem modernisierten Hochhaus mitten im Stadtzentrum können Sie Ihren Blick weit über Hoyerswerda schweifen lassen, dank Aufzug erreichen Sie Ihre Wohnung auch mit vollbepackten Einkaufstüten jederzeit bequem... Und Einkaufen ist durch das danebenliegende ""Lausitz-Center"" mit seinen vielfältigen Geschäften ohnehin ganz einfach.
Übrigens: Das Haus wird durch einen Concierge betreut, wodurch wir Ihnen ein Höchstmaß an Sicherheit, Sauberkeit und Service ermöglichen.
Im Familienpark der LebensRäume Hoyerswerda eG, der fast an das Haus angrenzt, finden Sie Erholung und zahlreiche Betätigungsmöglichkeiten für Jung und Alt zugleich. Weitere Freizeitmöglichkeiten bieten sich im Lausitzbad und im Naherholungsgebiet am Gondelteich. Eine Bushaltestelle erreichen Sie in 2 Geh-Minuten und Ihr schulpflichtiger Nachwuchs darf sich über einen kurzen Schulweg ins benachbarte Gymnasium freuen.","Highspeed-Internet möglich, Rampe am Eingangsbereich, AUFZUG, Balkon/Loggia, Hausreinigung durch Firma",90.0,,,90.76,0.2055,Sep18
Bayern,200.0,district_heating,ONE_YEAR_FREE,,False,False,3,3.0,40.0,1380.0,1955.0,107748560,1.0,,False,Bayern,True,2.0,1100.0,,97.5,Würzburg,well_kept,,negotiable,no_information,,False,7,roof_storey,97082,3.0,,2.0,4.0,3,False,4,Würzburg,Nikolausberg,"Exklusives Wohnen mit Festungsblick in außergewöhnlicher Lage von Würzburg.

Diese wunderschöne Villa wurde am Anfang der 50er Jahre erbaut. Hier entstanden 3 großzügige Wohnungen.

Diese DG-Wohnung bietet den herrschaftlichen Stil, der zu dieser Zeit gewählt wurde. Die Ausstattung wurde durchweg hochwertig gewählt. Große Fensterflächen runden das Flair ab. Im EG befinden sich die 3 Zimmer und im OG wurden noch 2 weitere kleinere Zimmer ausgebaut.

Die Wohnung teilt sich folgendermaßen auf:

- Wohnen
- 2 x Schlafzimmer
- Küche/Esszimmer
- Abstellraum
- Bad
- Gästetoilette
- Studio im Dach
- Keller

Vereinbaren Sie heute noch einen persönlichen Besichtigungstermin mit Herrn Eschenbach.

EnEV 2014, § 16a Pflichtangabe
EnEV 2014, § 16a Pflichtangaben in Immobilienanzeigen  (1) Wird in Fällen des § 16 Absatz 2 Satz 1 vor dem Verkauf eine Immobilienanzeige in kommerziellen Medien aufgegeben und liegt zu diesem Zeitpunkt ein Energieausweis vor, so hat der Verkäufer sicherzustellen, dass die Immobilienanzeige folgende Pflichtangaben enthält: (...).Bundesrat / Drucksache 113/13 / Verordnung der Bundesregierung / Seite 98 Die Pflicht besteht nur, wenn zum Zeitpunkt der Immobilienanzeige bereits ein Energieausweis vorhanden ist. Liegt ein Energieausweis bei Anzeigenschaltung nicht vor, wird die Verpflichtung des Verkäufers bzw. Vermieters nach § 16a EnEV 2014 nicht akut.  Erklärung des Makler`s ..... Zum Zeitpunkt der Auftragserteilung dieser Immobilienanzeige, lag kein Energieausweis vor und es wurde dem Makler auch kein Energieausweis, vom Verkäufer / Vermieter übermittelt. Die Pflichtangaben gem § 16a der EnEV 2014 in Immobilienanzeigen werden erfüllt.",,,,,,,May19
Hessen,279.0,,ONE_YEAR_FREE,,False,False,10,5.15,40.0,2026.07,2015.0,107232024,1.0,district_heating,True,Hessen,False,8.0,1534.07,49,113.79,Frankfurt_am_Main,mint_condition,sophisticated,,Stresemannallee,Stresemannallee_,True,8,apartment,60596,4.0,46.0,,,4,False,5,Frankfurt_am_Main,Sachsenhausen_Nord,"Es erwarten Sie 6 Mehrfamilienhäuser mit insgesamt 132 Wohnungen. Jede Wohnung verfügt, je nach Etage, entweder über einen eigenen Gartenbereich, einen Balkon, Loggia oder eine Dachterrasse. Die Ausstattung lässt keine Wünsche offen: Dreifachverglaste Schallschutzfenster, hochwertige und vollständig ausgestattete Einbauküchen, Malervlies als Wandverkleidung, modern geflieste Bäder mit Markenarmaturen, Breitbandkabelanschluss in allen Räumen und viele Annehmlichkeiten mehr.
Das Projekt wurde nach KFW-70-Standard erbaut, die Verbrauchskosten der Heizung können somit spürbar verringert werden. Die Wohnräume sind zusätzlich  mit einer zentralen Be- und Entlüftungsanlage ausgestattet, was den Energieverbrauch weiter reduziert.
Der Außenbereich wird intensiv begrünt, so dass hier ein eigener, kleiner Park vor der Haustür entsteht.","Ihre großzügige Etagenwohnung ist in allen Wohn- und Schlafräumen mit Parkett und Fußbodenheizung ausgestattet. Wer helle Wohnungen mag, wird diese lichtdurchfluteten Räume lieben!
Die offene Markenküche mit AEG-Einbaugeräten ist komplett ausgestattet und bietet sogar einen Zugang zur Loggia.   Das Highlight der beiden Schlafzimmer ist zweilfellos der jeweils direkte Zugang zum Balkon.  Das elegante Tageslichtbad ist mit Badewanne, Dusche und WC ausgestattet.   Das zweite Bad besticht durch eine Dusche und WC.  Besonders bequem ist auch der Waschmaschinenanschluss in Ihrer Wohnung. Die Loggia und die beiden französischen Balkone stellen höchste Wohn- und Lebensqualität sicher.
Zu Ihrer Wohnung gehört selbstverständlich auch ein großzügig bemessener Tiefgaragenplatz.",103.0,,,,,Feb20
Bayern,390.0,combined_heat_and_power_plant,,,True,True,17,7.29,,1885.0,2018.0,106683468,2.0,gas,False,Bayern,True,9.0,1495.0,34,136.1,Bamberg,first_time_use,sophisticated,negotiable,J&auml;gerstr.,Jägerstr.,True,7,terraced_flat,96050,4.0,48.9,3.0,4.0,4,False,6,Bamberg,Ost,"Eine sehr großzügige und exklusive Dachterrassenwohnung (Dachterrasse: 25 m²) in der obersten Etage.
Innerhalb des beliebten und gewachsenen Stadtteil ""Wunderburg"" entsteht ein modernes und architektonisch gelungenes Gebäude mit 1-Zimmer  bis 4-Zimmer Wohnungen, einem REWE Markt als Nahversorger für den Stadtteil und ein Japanisches Restaurant.
Im Anwesen gibt es ausreichend PKW-Tiefgaragenstellplätze für die Bewohner.

Eine klare Fassadengestaltung mit umlaufenden Balkonen ermöglicht moderne Transparenz und die innovative Fassadenbegrünung ""Vertical Gardens"" schafft nach Außen ein Alleinstellungsmerkmal. Es bietet den Bewohnern eine angenehme Privatsphäre und kann das Wohnklima verbessern.

Beim Ausbau der Wohnungen werden hochwertige Materialien verwendet, eine Lift ist vorhanden und der überwiegende Teil der zwei bis vier Zimmer Wohnungen verfügt über einen Balkon oder eine Terrasse.

GERNE SENDEN WIR IHNEN PER E-MAIL ODER PER POST DIE UNTERLAGEN UNSERES VORHABENS ZU.","- sonnige Dachterrasse mit 25m²
- Barrierefreier Zugang mit einem Aufzug von der Tiefgarage bis ins 3.OG
- sehr helle Räume durch bodentiefe Fenster
- hochwertiger Eicheparkettboden
- großformatige graue Boden- und Wandfliesen
- Fußbodenheizung
- modernes Bad mit bodengleich gefliester Dusche (Echtglasduschkabine), Badewanne, WC, Handtuchheizkörper, Wandspiegel mit Beleuchtung und Accesoires (Handtuchhalter, usw.).
- ein zusätzliches Gäste-WC mit bodengleich gefliester Dusche (Echtglasduschkabine)
- eine elektrisch betriebene ""Screen-Anlage"" sorgt für Beschattung
- Gegensprechanlage
- bis zu 3 Tiefgaragenstellplätze möglich
- REWE Supermarkt inkl. Bäckerei-Cafe im Haus
- Abstellraum mit Anschluss Waschmaschine
- Kellerabteil",,A,,90.76,0.1845,Sep18
Baden_Württemberg,140.0,floor_heating,ONE_YEAR_FREE,10.0,False,True,11,4.99,2.4,1310.0,2018.0,114493164,1.0,geothermal,True,Baden_Württemberg,True,9.0,1170.0,5/1,117.0,Esslingen_Kreis,mint_condition,sophisticated,no,Hohlweg,Hohlweg,False,7,roof_storey,73271,4.5,,2.0,4.0,4,False,5,Esslingen_Kreis,Holzmaden,"Diese Wohnung verfügt über ca. 12,5 qm Balkon, TG-Stellplatz und 20 qm Kellerraum. Sie gehört zu einem Ensemble von 3 Häusern in einer Wohnanlage mit kleinem Dorfplatz, Spielplatz und Gemeinschaftsraum. Diese lichtdurchflutete Wohnung ist mit ihrem Balkon nach Südwesten ausgerichtet.","Eichenparkett in Wohn und Schlafträumen, Neue hochwertige Küche, Begehbare Dusche, Badewanne",,,,,,Feb20
